stg_item_cd,stg_item_sub_segment_desc_txt,stg_item_segment_desc_txt,stg_item_category_desc_txt,stg_item_sub_dept_desc_txt,stg_item_dept_desc_txt
11698,Flavoured,Imported,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
137743,Flavoured,Imported,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
384496,Local,Multiple Consump. Chocolate Gift-pa,Multiple Consumption Chocolates,Confectionery,Grocery
267919,Imported,Specialty Cooking Sauces,Ambient Cooking Sauces,Sauce,Grocery
1033873,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
89377,Men's Perfumes EDT,Men's Perfumes,Men's Fragrance,Men's Toiletries,Household
903985,Cleaning Scrubber,Cleaning Scrubber,Sponges & Scrubbers,Cleaning Durables,Household
701089,Baby Wipes,Baby Wipes,Baby Wipes,Baby Needs,Household
918979,Thermometer,Nursing Accessories,Accessories,Baby Needs,Household
1118860,Incense,Incense,Incense,General Needs,Household
367576,Normal Skin,Facial Cleansers,Facial Cleansing,Facial Care,Household
706516,Complete meals,Dog Food,Pet Food,Pet Care,Household
3580,Bottle,Single Consumption RTD Carbonates,Single Consumption RTD Beverages,RTD Beverages,Beverages
134953,Table Salt,Table Salt,Salt,Seasoning & Coconut Cream,Grocery
57058,Small Packs,Tea Biscuits,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
131506,Unclassified,Unclassified,Unclassified,Processed / Preserved Vegetables,Grocery
1079035,Nuts,Nuts,Dessert Fruits & Nuts,Desserts,Grocery
371491,Red,String Hopper Instant Mix,Instant Mixes,Flour,Grocery
84445,Bottles,Chocolate Spreads,Ambient Spreads,Spreads,Grocery
1049002,Bottles,Sunflower Oil,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
870838,Straw,Straw,Cutlery,Disposables,Household
1094182,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
830833,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
133657,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
1001977,Lipstick,Lipstick,Lip Cosmetics,Cosmetics,Household
1119517,Liquids,Hand Wash Dish Wash,Dish Wash,Cleaning Consumables,Household
26827,Cleaning Scrubber,Cleaning Scrubber,Sponges & Scrubbers,Cleaning Durables,Household
924433,Party Picks,Party Picks,Tooth Picks & BBQ Sticks,Disposable Table Ware,Household
362392,Normal Skin,Facial Cleansers,Facial Cleansing,Facial Care,Household
836251,Normal Skin,Facial Cleansers,Facial Cleansing,Facial Care,Household
753388,Core,Adult Paste,Tooth Paste,Oral Care,Household
31462,Birthday Candles,Birthday Candles,Party Candles,Party Ware,Household
925477,Party Invitations,Party Invitations,Party Accessories,Party Ware,Household
212677,Bottles,Cordial,Cordial,Juices,Beverages
207286,Tetra,Single Consumption RTD Tea,Single Consumption RTD Beverages,RTD Beverages,Beverages
828430,Box,Full Cream Powdered Milk,Powdered Milk,Milk & Creamers,Beverages
379312,Imported,Muesli,Muesli,Cereals,Grocery
1055968,Imported,Specialty Cooking Sauces,Ambient Cooking Sauces,Sauce,Grocery
14434,Imported,Specialty Cooking Sauces,Ambient Cooking Sauces,Sauce,Grocery
824119,Normal,Imported,Chilie Based,Sauce,Grocery
207340,Sauce/Topping,Sauce/Topping,Sauce/Topping,Desserts,Grocery
48391,Bottles,Chocolate Spreads,Ambient Spreads,Spreads,Grocery
1077964,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
821752,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
1016323,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
1002400,Eye Liner,Eye Liner,Eye Cosmetics,Cosmetics,Household
1054105,Lipstick,Lipstick,Lip Cosmetics,Cosmetics,Household
1002013,Lipstick,Lipstick,Lip Cosmetics,Cosmetics,Household
1002031,Lipstick,Lipstick,Lip Cosmetics,Cosmetics,Household
1063348,Men's Perfumes EDT,Men's Perfumes,Men's Fragrance,Men's Toiletries,Household
248146,Dual Purpose,Washing Detergents Powders,Washing Detergents,Laundry Care,Household
248173,Dual Purpose,Washing Detergents Powders,Washing Detergents,Laundry Care,Household
1097611,Dual Purpose,Washing Detergents Powders,Washing Detergents,Laundry Care,Household
1041496,Prepared Meals,Baby Prepared Meals,Baby Ready Meals,Baby Foods,Household
274597,Skin Care Baby Gift,Skin Care Baby Gift Packs,Baby Gift Packs,Baby Needs,Household
917449,Normal Skin,Facial Cleansers,Facial Cleansing,Facial Care,Household
78190,Normal Skin,Facial Cleansers,Facial Cleansing,Facial Care,Household
829465,Cling Wraps,Cling Wraps,Cling Wraps,Kitchen Needs,Household
42406,Machine,Machine and refill,Car Care Air Freshener,Car Care,Household
274255,Complete meals,Dog Food,Pet Food,Pet Care,Household
925486,Party Invitations,Party Invitations,Party Accessories,Party Ware,Household
21733,Cream/Gel,Cream/Gel,Shaving Requisites,Toiletries Men,Household
1084579,Hair Medicated Treat,Medicated Treatments,Hair Treatment,Hair Care,Household
90412,Bottle,Single Consumption RTD Carbonates,Single Consumption RTD Beverages,RTD Beverages,Beverages
363031,Powders,Paste Powders,Pastes,Seasoning & Coconut Cream,Grocery
127654,Flavoured,Imported,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
998152,Imported,Multiple Cereal Bars,Cereal Bars,Cereals,Grocery
382795,Imported,Muesli,Muesli,Cereals,Grocery
173221,Unclassified,Unclassified,Unclassified,Processed / Preserved Vegetables,Grocery
835459,Regular,White Rice,Instant Large,Noodles,Grocery
94282,Bottles,Sunflower Oil,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
14254,Imported,Potato,Crisp/Chips,Snacks,Grocery
76444,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
822967,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
1012498,Eye Liner,Eye Liner,Eye Cosmetics,Cosmetics,Household
1012417,Lipstick,Lipstick,Lip Cosmetics,Cosmetics,Household
976795,Men's Perfumes EDT,Men's Perfumes,Men's Fragrance,Men's Toiletries,Household
956167,Dual Purpose,Washing Detergents Powders,Washing Detergents,Laundry Care,Household
920977,Cleaning Scrubber,Cleaning Scrubber,Sponges & Scrubbers,Cleaning Durables,Household
30049,Cleaning Scrubber,Cleaning Scrubber,Sponges & Scrubbers,Cleaning Durables,Household
24523,Incense,Incense,Incense,General Needs,Household
393604,Facial Whitening Cle,Facial Cleansers,Facial Cleansing,Facial Care,Household
262087,Normal Skin,Facial Cleansers,Facial Cleansing,Facial Care,Household
123802,Complete meals,Dog Food,Pet Food,Pet Care,Household
284272,Box,Full Cream Powdered Milk,Powdered Milk,Milk & Creamers,Beverages
82366,Box,Full Cream Powdered Milk,Powdered Milk,Milk & Creamers,Beverages
597193,Prepared Meals,Prepared Meals,Prepared Meals,Baby Foods,Grocery
63736,Assorted,Assorted,Assorted,Pasta,Grocery
822274,Flavoured,Imported,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1033423,Imported,Ambient Jelly,Sugar Confectionary,Confectionery,Grocery
393163,Imported,Multiple Cereal Bars,Cereal Bars,Cereals,Grocery
1090645,Imported,Muesli,Muesli,Cereals,Grocery
275362,Imported,Muesli,Muesli,Cereals,Grocery
64303,Imported,Specialty Cooking Sauces,Ambient Cooking Sauces,Sauce,Grocery
24514,Imported,Imported,Ketchups,Sauce,Grocery
1069342,Idli Instant Mix,Idli Instant Mix,Instant Mixes,Flour,Grocery
95722,Vanilla,Vanilla,RTD,Long Life,Grocery
27376,Imported,Potato,Crisp/Chips,Snacks,Grocery
830599,Lipstick,Lipstick,Lip Cosmetics,Cosmetics,Household
1086829,Hair Coloring Cream,Hair Coloring,Men's Hair Coloring,Men's Toiletries,Household
1017304,Seat Cleaners,Commode Cleaners,Toilet Cleaners,Cleaning Consumables,Household
1022353,Party Picks,Party Picks,Tooth Picks & BBQ Sticks,Disposable Table Ware,Household
907351,Prepared Meals,Baby Prepared Meals,Baby Ready Meals,Baby Foods,Household
137140,Incense,Incense,Incense,General Needs,Household
86920,Normal Skin,Facial Cleansers,Facial Cleansing,Facial Care,Household
1082941,Complete meals,Dog Food,Pet Food,Pet Care,Household
145132,Cans,Cans,Cans,Carbonated,Beverages
1070971,Bottle,Single Consumption RTD Carbonates,Single Consumption RTD Beverages,RTD Beverages,Beverages
1032541,Bottle,Single Consumption RTD Carbonates,Single Consumption RTD Beverages,RTD Beverages,Beverages
25864,Assorted,Assorted,Assorted,Pasta,Grocery
1105036,Small Packs,Healthy Biscuits,Healthy Biscuits,Biscuits,Grocery
1069972,Imported,Extruded Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1088377,Imported,Extruded Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
26692,Imported,Potato,Crisp/Chips,Snacks,Grocery
50389,Unclassified,Unclassified,Paste/Mixes,Seasoning,Grocery
1057201,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
370483,Lipstick,Lipstick,Lip Cosmetics,Cosmetics,Household
883267,Incense,Incense,Incense,General Needs,Household
10636,Normal Skin,Facial Cleansers,Facial Cleansing,Facial Care,Household
1049443,Car wash,Car wash,Car Care Cleaning  Exterior,Car Care,Household
231046,Complete meals,Dog Food,Pet Food,Pet Care,Household
99952,Complete meals,Dog Food,Pet Food,Pet Care,Household
924235,Birthday Candles,Birthday Candles,Party Candles,Party Ware,Household
877894,Hair Spray,Hair Spray,Hair Styling,Hair Care,Household
145969,Cans,Cans,Cans,Carbonated,Beverages
852559,Iced Tea,Iced Tea,RTD,Tea,Beverages
1110148,Cheddar,Cheddar Cheese,Cheese Blocks,Cheese,Chilled
1069405,Flavored,Stirred Yogurt-Regular,Stirred Yogurt,Yoghurt,Chilled
899044,Prepared Meals,Prepared Meals,Prepared Meals,Baby Foods,Grocery
6370,Assorted,Assorted,Assorted,Pasta,Grocery
1058407,Imported,Wafers,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
283111,Imported,Multiple Cereal Bars,Cereal Bars,Cereals,Grocery
1103119,Imported,Specialty Cooking Sauces,Ambient Cooking Sauces,Sauce,Grocery
850984,Normal,Local,Tomato Based,Sauce,Grocery
906613,Nuts,Nuts,Dessert Fruits & Nuts,Desserts,Grocery
null,Cans,Olive,Canned Fruit,Processed/Preserved Fruits,Grocery
110509,Powders,Powders,Imported,Soups,Grocery
838897,Powders,Powders,Imported,Soups,Grocery
1052080,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
62080,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
236464,Lipstick,Lipstick,Lip Cosmetics,Cosmetics,Household
996244,Lipstick,Lipstick,Lip Cosmetics,Cosmetics,Household
12130,Disposable Razors Pa,Disposable Razors,Razors & Blades,Men's Toiletries,Household
56707,Liquids,Hand Wash Dish Wash,Dish Wash,Cleaning Consumables,Household
893059,Prepared Meals,Baby Prepared Meals,Baby Ready Meals,Baby Foods,Household
829717,Prepared Meals,Baby Prepared Meals,Baby Ready Meals,Baby Foods,Household
367675,Normal Skin,Facial Cleansers,Facial Cleansing,Facial Care,Household
118933,Cling Wraps,Cling Wraps,Cling Wraps,Kitchen Needs,Household
248218,Complete meals,Dog Food,Pet Food,Pet Care,Household
31624,Machine,Mosquito Mat,Mosquito Control,Pest Control,Household
145402,Bottle,Single Consumption RTD Carbonates,Single Consumption RTD Beverages,RTD Beverages,Beverages
39130,Bottle,Single Consumption RTD Carbonates,Single Consumption RTD Beverages,RTD Beverages,Beverages
998458,Box,Flavored Tea - Leaves,Flavored Tea,Tea,Beverages
1111192,Box,Full Cream Powdered Milk,Powdered Milk,Milk & Creamers,Beverages
106027,Flavoured,Imported,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
361807,Flavoured,Imported,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1048111,Imported,Ambient Jelly,Sugar Confectionary,Confectionery,Grocery
91384,Apricot,Apricot,Apricot,Processed/Preserved Fruits,Grocery
19708,Imported,Potato,Crisp/Chips,Snacks,Grocery
45952,Powders,Powders,Imported,Soups,Grocery
33361,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
406015,Normal Skin,Facial Cleansers,Facial Cleansing,Facial Care,Household
43513,Normal Skin,Facial Cleansers,Facial Cleansing,Facial Care,Household
1048246,Henna Other,Henna,Hair Coloring,Hair Care,Household
45583,Non Flavoured,Non Flavoured,Sparkling,Water,Beverages
828448,Box,Full Cream Powdered Milk,Powdered Milk,Milk & Creamers,Beverages
111571,Assorted,Assorted,Assorted,Pasta,Grocery
852190,Rice,Rice,Vermicelli,Pasta,Grocery
886300,Regular,Imported,Wafers,Biscuits,Grocery
14695,Flavoured,Imported,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1098268,Imported,Muesli,Muesli,Cereals,Grocery
1103407,Imported,Specialty Cooking Sauces,Ambient Cooking Sauces,Sauce,Grocery
871333,Packets,Plain Soya Meat,Soya Meat,Processed / Preserved Vegetables,Grocery
404809,Bottles,Chocolate Spreads,Ambient Spreads,Spreads,Grocery
2653,Large,Plain Regular Noodles,Ambient Regular Noodles,Pasta & Noodles,Grocery
448360,Imported,Extruded Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
163717,Unclassified,Unclassified,Paste/Mixes,Seasoning,Grocery
1017610,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
226105,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
970792,Lipstick,Lipstick,Lip Cosmetics,Cosmetics,Household
264787,Disposable Razors Pa,Disposable Razors,Razors & Blades,Men's Toiletries,Household
976786,Men's Perfumes EDT,Men's Perfumes,Men's Fragrance,Men's Toiletries,Household
1045969,Men's Perfumes EDT,Men's Perfumes,Men's Fragrance,Men's Toiletries,Household
1057111,Hair Oil,Hair Oil & Tonic,Men's Hair Treatment,Men's Toiletries,Household
210256,Liquids,Hand Wash Dish Wash,Dish Wash,Cleaning Consumables,Household
1027897,Cleaning Scrubber,Cleaning Scrubber,Sponges & Scrubbers,Cleaning Durables,Household
137590,Normal Skin,Facial Cleansers,Facial Cleansing,Facial Care,Household
406006,Normal Skin,Facial Cleansers,Facial Cleansing,Facial Care,Household
1049965,Adult,Mouth Wash,Mouth Wash & Breath Freshener,Oral Care,Household
392083,Artificial,Local Vinegar,Vinegar,Seasoning & Coconut Cream,Grocery
23407,Local,Multiple Consump. Chocolate Gift-pa,Multiple Consumption Chocolates,Confectionery,Grocery
903877,Nuts,Nuts,Dessert Fruits & Nuts,Desserts,Grocery
1115476,Red,String Hopper Instant Mix,Instant Mixes,Flour,Grocery
1069324,Red,String Hopper Instant Mix,Instant Mixes,Flour,Grocery
262150,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
1000222,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
905281,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
851938,Lipstick,Lipstick,Lip Cosmetics,Cosmetics,Household
413809,Bin,Bin,Cleaning Containers,Cleaning Durables,Household
907378,Prepared Meals,Baby Prepared Meals,Baby Ready Meals,Baby Foods,Household
1074544,Prepared Meals,Baby Prepared Meals,Baby Ready Meals,Baby Foods,Household
27907,Normal Skin,Facial Cleansers,Facial Cleansing,Facial Care,Household
911905,Normal Skin,Facial Cleansers,Facial Cleansing,Facial Care,Household
17773,Normal Skin,Facial Cleansers,Facial Cleansing,Facial Care,Household
180448,Powders,Powders,Insecticides,Pest Control,Household
839995,Hair Spray,Hair Spray,Hair Styling,Hair Care,Household
1032568,Bottle,Single Consumption RTD Carbonates,Single Consumption RTD Beverages,RTD Beverages,Beverages
1056463,Bottle,Single Consumption RTD Carbonates,Single Consumption RTD Beverages,RTD Beverages,Beverages
1039741,Flavored,Stirred Yogurt-Regular,Stirred Yogurt,Yoghurt,Chilled
1056283,Powders,Cinnamon,Spices,Seasoning & Coconut Cream,Grocery
865564,Assorted,Assorted,Assorted,Pasta,Grocery
1038877,Imported,Ambient Jelly,Sugar Confectionary,Confectionery,Grocery
1110931,Imported,Ambient Jelly,Sugar Confectionary,Confectionery,Grocery
952765,Imported,Muesli,Muesli,Cereals,Grocery
1095577,Imported,Muesli,Muesli,Cereals,Grocery
172222,Unclassified,Unclassified,Paste/Mixes,Seasoning,Grocery
1066534,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
1000987,Dual Purpose,Washing Detergents Powders,Washing Detergents,Laundry Care,Household
843586,Cleaning Scrubber,Cleaning Scrubber,Sponges & Scrubbers,Cleaning Durables,Household
1031317,Prepared Meals,Baby Prepared Meals,Baby Ready Meals,Baby Foods,Household
414169,Torch,Torch,Illumination,General Needs,Household
130795,Machine,Machine and refill,Car Care Air Freshener,Car Care,Household
215872,Bottle,Single Consumption RTD Carbonates,Single Consumption RTD Beverages,RTD Beverages,Beverages
1042891,FOW-Sri Lanka,FOW-Sri Lanka,FOW-Sri Lanka,FOW,Grocery
5209,Assorted,Assorted,Assorted,Pasta,Grocery
132091,Flavoured,Imported,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
827134,Flavoured,Imported,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
980071,Small Packs,Healthy Biscuits,Healthy Biscuits,Biscuits,Grocery
998188,Imported,Multiple Cereal Bars,Cereal Bars,Cereals,Grocery
366874,Imported,Specialty Cooking Sauces,Ambient Cooking Sauces,Sauce,Grocery
1055914,Imported,Mustard Cream,Ambient Table Sauces,Sauce,Grocery
27412,Imported,Potato,Crisp/Chips,Snacks,Grocery
856996,Other Eye Cosmetics,Other Eye Cosmetics,Eye Cosmetics,Cosmetics,Household
998800,Lipstick,Lipstick,Lip Cosmetics,Cosmetics,Household
919321,Prepared Meals,Baby Prepared Meals,Baby Ready Meals,Baby Foods,Household
830491,Normal Skin,Facial Cleansers,Facial Cleansing,Facial Care,Household
132316,Cling Wraps,Cling Wraps,Cling Wraps,Kitchen Needs,Household
61576,Car wash,Car wash,Car Care Cleaning  Exterior,Car Care,Household
43954,Swiss Roll,Chilled Cakes,Chilled Cakes,Desserts,Chilled
998539,FOW-Sri Lanka,FOW-Sri Lanka,FOW-Sri Lanka,FOW,Grocery
815587,Flavoured,Imported,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
754765,Imported,Mustard Cream,Ambient Table Sauces,Sauce,Grocery
1044448,Cans,Curries,Canned Vegetables,Processed / Preserved Vegetables,Grocery
851074,Unclassified,Unclassified,Unclassified,Processed / Preserved Vegetables,Grocery
1005235,Nuts,Nuts,Dessert Fruits & Nuts,Desserts,Grocery
1099807,Dosai,Dosai Instant Mix,Instant Mixes,Flour,Grocery
25747,Unclassified,Unclassified,Paste/Mixes,Seasoning,Grocery
1033882,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
999070,Lipstick,Lipstick,Lip Cosmetics,Cosmetics,Household
896173,Prepared Meals,Baby Prepared Meals,Baby Ready Meals,Baby Foods,Household
401875,Normal Skin,Facial Cleansers,Facial Cleansing,Facial Care,Household
799351,Machine,Machine and refill,Car Care Air Freshener,Car Care,Household
92401,Adult,Mouth Wash,Mouth Wash & Breath Freshener,Oral Care,Household
1067965,Box,Full Cream Powdered Milk,Powdered Milk,Milk & Creamers,Beverages
4624,Assorted,Assorted,Assorted,Pasta,Grocery
831679,Flavoured,Imported,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
487960,Chewing Gums,Chewing Gums,Imported,Confectionery,Grocery
1015387,Imported,Muesli,Muesli,Cereals,Grocery
129265,Sauce/Topping,Sauce/Topping,Sauce/Topping,Desserts,Grocery
93004,Pasta Lasagna,Pasta Lasagna,Packaged Dry Pasta,Pasta & Noodles,Grocery
899908,Unclassified,Unclassified,Paste/Mixes,Seasoning,Grocery
905731,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
1037284,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
1046419,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
263104,Dual Purpose,Washing Detergents Powders,Washing Detergents,Laundry Care,Household
60802,Bin,Bin,Cleaning Containers,Cleaning Durables,Household
89962,Shampoo,In Wash,Skin and Hair Care,Baby Needs,Household
830437,Normal Skin,Facial Cleansers,Facial Cleansing,Facial Care,Household
1057489,Normal Skin,Facial Cleansers,Facial Cleansing,Facial Care,Household
708046,Bottles,Cordial,Cordial,Juices,Beverages
94534,Cheddar,Cheddar Cheese,Cheese Blocks,Cheese,Chilled
648781,Artificial,Local Vinegar,Vinegar,Seasoning & Coconut Cream,Grocery
383029,Powders,Coriander,Spices,Seasoning & Coconut Cream,Grocery
137302,Assorted,Assorted,Assorted,Pasta,Grocery
828916,Imported,Wafers,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
974869,Local,Multiple Consump. Chocolate Gift-pa,Multiple Consumption Chocolates,Confectionery,Grocery
610603,Normal,Local,Tomato Based,Sauce,Grocery
1067884,Cherries,Cherries,Dessert Fruits & Nuts,Desserts,Grocery
94318,Bottles,Corn Oil,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
131272,Large,Plain Regular Noodles,Ambient Regular Noodles,Pasta & Noodles,Grocery
821176,Shower Gel,Shower Gel,Body Cleansing,Hand & Body Care,Household
25360,Hair Oil,Hair Oil & Tonic,Men's Hair Treatment,Men's Toiletries,Household
971539,Bin,Bin,Cleaning Containers,Cleaning Durables,Household
